Ensembl Gene ID	Associated Gene Name	Descriptio
F43G9.18	F43G9.18
T04D3.10	T04D3.10
Y106G6A.7	Y106G6A.7
Y47H9C.16	Y47H9C.16
C25A1.18	C25A1.18
C50F2.11	21ur-13258
W09G3.13	W09G3.13
ZK270.3	ZK270.3
T06A4.7	T06A4.7
ZC123.7	ZC123.7
W09G3.12	W09G3.12
F31C3.13	F31C3.13
Y105E8A.40	Y105E8A.40
C24A11.13	C24A11.13
Y39G10AL.6	Y39G10AL.6
VF15C11L.2	VF15C11L.2
C16C2.7	C16C2.7
Y54E10A.20	Y54E10A.20
Y51F10.13	Y51F10.13
C36F7.8	C36F7.8
C48B6.12	C48B6.12
K07A3.5	K07A3.5
ZK1025.18	ZK1025.18
C36F7.13	C36F7.13
Y48G8AR.4	Y48G8AR.4
C01G8.10	C01G8.10
C01F4.5	C01F4.5
C01H6.11	C01H6.11
C15C6.6	C15C6.6
Y71F9AR.5	Y71F9AR.5
F11A6.10	F11A6.10
B0207.14	B0207.14
F32B5.10	F32B5.10
T01A4.4	21ur-14920
Y105E8A.49	Y105E8A.49
Y6B3B.12	Y6B3B.12
F15C11.6	F15C11.6
T06A4.4	T06A4.4
C12C8.8	C12C8.8
Y47H9B.3	21ur-13288
T20F5.1	T20F5.1
C54G4.14	C54G4.14
F48C1.12	F48C1.12
ZK39.13	ZK39.13
C17D12.13	C17D12.13
ZK1151.4	ZK1151.4
R05D7.9	R05D7.9
W03D8.13	W03D8.13
T23H4.4	21ur-13318
Y53H1C.5	Y53H1C.5
D2005.9	D2005.9
D2092.14	D2092.14
Y71F9B.18	Y71F9B.18
C17E4.14	C17E4.14
ZC581.12	ZC581.12
F13G3.14	F13G3.14
F21F12.2	F21F12.2
F26A3.9	21ur-14981
F52F12.10	21ur-15327
F52F12.16	F52F12.16
F59C6.17	F59C6.17
C27A12.12	C27A12.12
F59A3.11	21ur-13310
F25D7.10	F25D7.10
C54G4.11	C54G4.11
ZK1025.15	ZK1025.15
C36F7.17	C36F7.17
T07D10.11	T07D10.11
M04D5.6	M04D5.6
C03D6.9	C03D6.9
K03E5.6	K03E5.6
K02F2.7	K02F2.7
C16C2.10	C16C2.10
F39B2.13	F39B2.13
Y73A3A.2	Y73A3A.2
C45E1.8	C45E1.8
F09C3.9	F09C3.9
F28D9.5	F28D9.5
F55A12.13	F55A12.13
F36D1.19	F36D1.19
C26C6.12	C26C6.12
T01H8.6	T01H8.6
M01D7.11	M01D7.11
F16A11.11	anr-25
Y105E8A.38	Y105E8A.38
F33H2.9	21ur-14221
B0025.8	B0025.8
T01A4.8	T01A4.8
Y54E10A.24	Y54E10A.24
D2092.11	21ur-13226
F15H9.9	F15H9.9
F52F12.12	F52F12.12
F32B5.14	F32B5.14
Y105E8A.46	Y105E8A.46
F10G8.11	F10G8.11
Y71F9AR.9	Y71F9AR.9
Y95D11A.4	Y95D11A.4
F56H1.9	21ur-15563
F32B5.16	F32B5.16
C27C7.13	C27C7.13
T06G6.13	T06G6.13
F14B6.8	F14B6.8
F56F4.10	F56F4.10
Y71A12B.26	Y71A12B.26
T02E1.10	T02E1.10
Y65B4BR.11	Y65B4BR.11
C01F4.9	C01F4.9
C15A11.9	21ur-13320
T10B11.10	T10B11.10
T19B4.9	T19B4.9
ZK1025.14	ZK1025.14
Y54E10A.29	Y54E10A.29
F25H5.11	21ur-13519
T09B4.14	T09B4.14
D1007.22	D1007.22
Y52B11B.2	Y52B11B.2
C37A5.13	C37A5.13
Y52B11A.15	21ur-14744
R12E2.18	R12E2.18
C53D5.7	21ur-13405
B0414.11	B0414.11
K04F10.9	K04F10.9
T06D10.4	21ur-12762
Y18D10A.28	Y18D10A.28
ZK270.4	ZK270.4
ZC123.9	ZC123.9
Y47D9A.6	linc-85
Y65B4BL.8	Y65B4BL.8
R13H8.5	R13H8.5
ZC308.6	ZC308.6
F59A3.14	F59A3.14
F46A9.9	F46A9.9
F48C1.10	21ur-12374
C17F3.4	C17F3.4
M01E11.8	21ur-9108
C04F1.4	C04F1.4
F16A11.7	F16A11.7
C36F7.12	C36F7.12
M04D5.4	M04D5.4
F15C11.3	21ur-15531
F43G9.17	F43G9.17
C36F7.20	C36F7.20
ZK909.7	ZK909.7
F43G9.14	F43G9.14
C34G6.13	C34G6.13
F22G12.9	F22G12.9
Y105E8A.43	Y105E8A.43
C48B6.13	C48B6.13
C44E4.10	C44E4.10
ZK973.22	ZK973.22
T06D10.5	T06D10.5
F36F2.9	21ur-12977
F25F1.4	F25F1.4
M01E11.9	M01E11.9
T28B8.7	21ur-11977
C17D12.17	C17D12.17
Y105E8B.15	Y105E8B.15
W03G9.11	W03G9.11
T03F1.13	linc-63
C10H11.11	C10H11.11
C45E1.9	C45E1.9
Y106G6D.9	Y106G6D.9
Y37H9A.7	21ur-15569
D1081.14	D1081.14
Y53C10A.20	Y53C10A.20
K02A11.8	K02A11.8
Y71F9B.19	Y71F9B.19
ZK1053.8	21ur-15524
T10E9.13	T10E9.13
T09B4.19	T09B4.19
C30F8.5	C30F8.5
Y71G12B.34	21ur-14112
F08B6.6	F08B6.6
W05F2.9	W05F2.9
F11A6.13	F11A6.13
D1081.15	D1081.15
F11A6.8	F11A6.8
ZC247.5	ZC247.5
F25D7.11	F25D7.11
Y54E10A.27	Y54E10A.27
F36D1.22	F36D1.22
T04D1.6	21ur-12047
C03C11.5	C03C11.5
C12C8.7	C12C8.7
C36F7.18	C36F7.18
Y37F4.15	Y37F4.15
F25F8.6	F25F8.6
Y71G12B.40	linc-131
C24A11.12	C24A11.12
T09E11.13	T09E11.13
T28F4.7	T28F4.7
W10C8.13	W10C8.13
ZK973.19	ZK973.19
F37D6.12	F37D6.12
F32B4.11	F32B4.11
R06C1.9	R06C1.9
T21G5.11	linc-53
Y105E8A.50	Y105E8A.50
T21E12.7	T21E12.7
Y53H1C.11	Y53H1C.11
C49A1.14	C49A1.14
K10C3.11	K10C3.11
K02F2.10	K02F2.10
H36N01.4	H36N01.4
F52F12.17	F52F12.17
F55A12.14	F55A12.14
T06A4.5	T06A4.5
T05F1.14	21ur-14451
C24A11.11	C24A11.11
F36D1.18	F36D1.18
W10D5.5	W10D5.5
Y106G6H.17	Y106G6H.17
F25F8.5	F25F8.5
Y47H9C.18	Y47H9C.18
Y105E8A.47	Y105E8A.47
F25D7.7	F25D7.7
Y48G8AL.18	Y48G8AL.18
C53D5.8	21ur-15400
Y48G10A.7	rpr-1
B0025.7	B0025.7
B0379.8	B0379.8
W01A8.11	W01A8.11
K04G2.15	K04G2.15
W10C8.14	W10C8.14
ZK973.21	ZK973.21
F10G8.10	F10G8.10
F11A6.12	F11A6.12
F43G9.15	F43G9.15
Y37E3.23	Y37E3.23
C01F4.8	C01F4.8
ZK1025.13	ZK1025.13
K12C11.8	K12C11.8
F21C3.8	21ur-12937
Y92H12A.8	Y92H12A.8
Y54E10A.22	Y54E10A.22
C36F7.6	21ur-13747
F59C6.19	F59C6.19
F16A11.8	F16A11.8
K04F10.8	K04F10.8
K07G5.7	K07G5.7
Y53H1C.7	Y53H1C.7
F27D4.9	F27D4.9
Y54E10A.25	Y54E10A.25
T26E3.13	T26E3.13
cTel29B.2	cTel29B.2
Y87G2A.24	Y87G2A.24
T06D10.6	T06D10.6
B0414.12	B0414.12
Y105E8A.42	Y105E8A.42
T19A6.5	T19A6.5
DY3.10	DY3.10
F22D6.18	F22D6.18
ZC308.5	ZC308.5
C34G6.12	C34G6.12
Y106G6A.6	Y106G6A.6
Y54E10A.26	Y54E10A.26
Y53C10A.23	Y53C10A.23
Y18H1A.16	Y18H1A.16
C36F7.11	C36F7.11
F31C3.17	F31C3.17
K09H9.10	linc-167
C54G4.10	21ur-14108
Y26D4A.23	Y26D4A.23
C10G11.14	C10G11.14
R13H8.4	R13H8.4
C01H6.10	C01H6.10
F26E4.17	F26E4.17
Y37H9A.8	21ur-15587
T02G6.12	T02G6.12
K04G2.14	K04G2.14
R06C7.12	R06C7.12
K11D2.6	K11D2.6
D2092.13	D2092.13
Y53H1C.10	Y53H1C.10
C17D12.11	C17D12.11
F11A6.9	F11A6.9
C04F12.13	21ur-15375
C10G11.11	21ur-15496
T09E11.14	T09E11.14
C54G4.13	C54G4.13
K07A1.18	K07A1.18
K02A11.7	K02A11.7
F58D5.13	F58D5.13
T22C1.17	T22C1.17
Y54E10A.28	Y54E10A.28
D1081.16	D1081.16
Y40B1B.10	Y40B1B.10
F26E4.14	F26E4.14
F56G4.8	F56G4.8
Y39G10AL.4	Y39G10AL.4
F52F12.19	F52F12.19
C16C2.9	C16C2.9
Y53H1C.8	Y53H1C.8
ZK973.15	ZK973.15
C03C11.6	C03C11.6
K10D3.7	21ur-14256
Y106G6G.9	Y106G6G.9
Y95B8A.13	Y95B8A.13
T21E12.8	T21E12.8
F47G4.11	F47G4.11
ZK973.18	ZK973.18
ZC123.11	ZC123.11
C36F7.19	C36F7.19
F56H1.8	21ur-14650
DY3.11	DY3.11
Y87G2A.22	Y87G2A.22
ZC247.6	ZC247.6
T23D8.10	T23D8.10
T06A4.6	T06A4.6
K02A11.6	K02A11.6
T02E1.11	T02E1.11
B0041.10	B0041.10
Y37F4.14	Y37F4.14
F15C11.4	F15C11.4
Y8G1A.3	Y8G1A.3
C46H11.13	anr-10
T09B4.15	T09B4.15
F27D4.10	F27D4.10
F55C7.9	F55C7.9
ZK39.12	ZK39.12
Y37E3.24	Y37E3.24
F55A12.16	F55A12.16
B0379.9	B0379.9
Y51F10.14	anr-19
T05E8.4	21ur-13508
D1081.17	D1081.17
F16A11.5	F16A11.5
F25F8.4	21ur-14928
ZK265.12	21ur-13146
F47G6.6	F47G6.6
C41G7.13	C41G7.13
C55B7.13	C55B7.13
D1007.21	21ur-11631
Y74C9A.7	21ur-15479
K02B12.12	K02B12.12
T10E9.11	T10E9.11
F52A8.8	linc-149
Y71A12B.22	Y71A12B.22
D2030.14	D2030.14
Y26D4A.24	Y26D4A.24
ZK973.13	ZK973.13
Y95B8A.17	Y95B8A.17
F21C3.9	21ur-14201
C10H11.14	C10H11.14
ZC334.17	ZC334.17
T04D1.7	linc-39
W04C9.7	21ur-8411
F15D3.11	F15D3.11
W04G5.15	W04G5.15
C34G6.11	C34G6.11
T08B2.14	T08B2.14
T27A3.12	T27A3.12
T01A4.6	T01A4.6
F53B6.12	F53B6.12
K10C3.12	K10C3.12
C45G3.6	C45G3.6
Y47G6A.37	Y47G6A.37
C15A11.10	C15A11.10
Y47H9C.20	Y47H9C.20
F56F4.11	F56F4.11
F43G9.16	F43G9.16
F53F10.7	F53F10.7
C32E12.8	C32E12.8
C27C7.11	C27C7.11
F46A9.12	F46A9.12
C30F8.6	C30F8.6
F35C12.4	F35C12.4
Y65B4BL.11	Y65B4BL.11
Y71A12B.30	Y71A12B.30
C36F7.10	C36F7.10
ZC123.5	ZC123.5
K04G2.13	K04G2.13
F57B10.18	F57B10.18
Y54E10BL.8	Y54E10BL.8
Y71F9B.21	Y71F9B.21
Y105E8B.13	Y105E8B.13
M01E5.8	M01E5.8
R06C7.11	21ur-11100
M05B5.8	M05B5.8
F47G4.10	F47G4.10
F07A5.8	linc-141
Y53C10A.22	Y53C10A.22
Y105E8A.36	Y105E8A.36
T22A3.10	21ur-14367
ZK973.20	ZK973.20
F32A7.9	F32A7.9
R06C1.7	R06C1.7
T01H8.7	T01H8.7
Y106G6D.10	Y106G6D.10
Y105E8A.45	Y105E8A.45
C49A1.15	C49A1.15
F33D11.15	F33D11.15
T28B8.10	T28B8.10
C37A5.14	C37A5.14
F36D1.16	F36D1.16
Y53C10A.18	Y53C10A.18
T09B4.21	T09B4.21
Y47H9A.3	Y47H9A.3
Y67A6A.3	Y67A6A.3
F54D7.8	F54D7.8
Y52B11A.21	anr-46
F32B5.12	F32B5.12
W10C8.16	W10C8.16
F55D12.9	F55D12.9
W10C8.11	W10C8.11
F53F10.6	F53F10.6
ZK849.7	ZK849.7
C17D12.15	C17D12.15
T08G11.8	T08G11.8
C03C11.7	C03C11.7
Y54E5B.7	Y54E5B.7
F56F4.12	anr-5
Y71G12B.37	Y71G12B.37
F52B5.9	F52B5.9
C04F12.14	21ur-15317
Y65B4BL.12	Y65B4BL.12
F36F2.11	F36F2.11
F49D11.13	F49D11.13
F21C3.10	F21C3.10
Y71F9AR.7	Y71F9AR.7
K02A11.5	K02A11.5
F48A9.5	F48A9.5
F25H2.16	F25H2.16
ZK973.14	ZK973.14
DY3.12	DY3.12
ZK265.13	ZK265.13
C49A1.12	C49A1.12
ZK1025.19	ZK1025.19
DY3.9	DY3.9
T06G6.15	T06G6.15
F31C3.16	F31C3.16
F55A12.15	F55A12.15
ZC334.16	linc-124
W04G5.14	W04G5.14
C27C7.12	C27C7.12
T28B8.9	T28B8.9
Y37E3.28	Y37E3.28
F11A6.14	F11A6.14
W10C8.12	W10C8.12
F32B5.15	F32B5.15
F55C7.8	21ur-15385
C54G6.7	C54G6.7
H36N01.1	H36N01.1
T01A4.7	linc-104
H15M21.1	H15M21.1
F18C12.5	21ur-14242
M05B5.10	M05B5.10
ZC328.6	ZC328.6
H28O16.3	21ur-12279
F11A6.7	F11A6.7
Y65B4BL.9	Y65B4BL.9
ZK265.11	ZK265.11
F55H12.8	linc-84
F26A3.10	21ur-12960
Y74C9A.8	21ur-13439
T10E9.12	T10E9.12
Y48G8AR.6	Y48G8AR.6
F40E3.9	F40E3.9
H26D21.3	21ur-13866
F56C11.7	F56C11.7
F53B6.11	F53B6.11
Y48G10A.9	Y48G10A.9
C17H1.28	21ur-13937
C36F7.21	C36F7.21
C10G11.12	C10G11.12
F08B6.7	F08B6.7
W04A8.8	W04A8.8
F35E2.12	F35E2.12
Y18D10A.29	Y18D10A.29
T12F5.6	21ur-11567
F16D3.8	F16D3.8
W06D4.9	W06D4.9
F26E4.16	F26E4.16
C34G6.10	C34G6.10
F33D11.14	F33D11.14
Y47G6A.36	Y47G6A.36
T09B4.16	T09B4.16
F52F12.11	F52F12.11
T28B8.8	21ur-14822
F35C12.5	F35C12.5
K02F2.11	K02F2.11
K06A5.9	K06A5.9
Y71F9AL.20	Y71F9AL.20
M04D5.5	M04D5.5
T23B3.7	T23B3.7
M05B5.9	M05B5.9
T23D8.12	T23D8.12
Y37E3.25	Y37E3.25
Y26D4A.25	Y26D4A.25
Y23H5A.9	Y23H5A.9
Y18H1A.17	Y18H1A.17
ZC247.8	ZC247.8
F57B10.15	21ur-14797
F48C1.13	F48C1.13
R06C1.8	R06C1.8
C34G6.9	C34G6.9
F57B10.17	F57B10.17
Y71F9B.22	Y71F9B.22
Y95B8A.16	Y95B8A.16
C17D12.16	C17D12.16
F47G6.5	21ur-13232
C32E12.6	C32E12.6
F08A8.9	F08A8.9
Y65B4BL.10	Y65B4BL.10
F53G12.17	F53G12.17
F17B5.11	F17B5.11
Y48G8AL.17	Y48G8AL.17
W10C8.15	W10C8.15
C09D1.3	21ur-14824
Y48G8AR.7	Y48G8AR.7
F46A9.10	F46A9.10
Y105E8A.44	Y105E8A.44
B0414.10	B0414.10
F08A8.10	F08A8.10
K07A1.19	K07A1.19
B0205.16	B0205.16
Y39G10AR.30	Y39G10AR.30
F14B6.9	linc-18
T08G11.7	21ur-11146
T06G6.14	T06G6.14
R06C1.10	R06C1.10
K06A5.10	K06A5.10
C01F4.6	C01F4.6
T26E3.14	T26E3.14
F46A9.11	F46A9.11
Y53C10A.19	Y53C10A.19
F31C3.15	F31C3.15
F47G4.12	F47G4.12
F53B6.10	F53B6.10
H32K16.3	H32K16.3
C54G4.15	C54G4.15
cTel29B.1	cTel29B.1
F49D11.12	F49D11.12
Y105E8A.35	21ur-15055
D1081.18	D1081.18
F52A8.7	21ur-13600
F27C1.16	F27C1.16
F52B5.10	F52B5.10
Y106G6E.7	Y106G6E.7
T22C1.15	T22C1.15
T09B4.13	T09B4.13
F54D7.9	F54D7.9
F49B2.8	F49B2.8
Y71G12B.36	Y71G12B.36
T26E3.16	T26E3.16
F37D6.10	F37D6.10
ZC123.6	ZC123.6
C41G7.12	21ur-11854
Y37F4.12	Y37F4.12
W10C8.9	W10C8.9
K10C3.10	K10C3.10
K10C3.9	K10C3.9
C03C11.8	C03C11.8
Y95B8A.15	Y95B8A.15
R06C1.11	R06C1.11
Y23H5A.11	Y23H5A.11
F33D11.13	F33D11.13
T04D3.9	T04D3.9
Y71A12C.4	Y71A12C.4
ZC581.14	ZC581.14
T21G5.9	T21G5.9
F43G9.20	F43G9.20
C48B6.11	C48B6.11
F09C3.8	F09C3.8
Y71F9AR.8	Y71F9AR.8
B0379.10	B0379.10
F26A3.11	F26A3.11
C36B1.15	C36B1.15
C17D12.12	C17D12.12
F36D1.21	F36D1.21
Y71F9AL.19	Y71F9AL.19
H27M09.7	H27M09.7
C49A1.13	C49A1.13
B0019.4	anr-14
Y71F9B.20	Y71F9B.20
C34B2.12	C34B2.12
F29D10.6	F29D10.6
Y65B4BR.10	Y65B4BR.10
T20F10.9	T20F10.9
Y52B11A.17	Y52B11A.17
T09B4.17	T09B4.17
C30F12.8	C30F12.8
Y6B3B.14	Y6B3B.14
Y47H9A.4	Y47H9A.4
Y23H5A.10	Y23H5A.10
Y47G6A.35	Y47G6A.35
F12B6.4	21ur-15161
C36F7.9	C36F7.9
M01A10.6	21ur-13147
ZC123.8	ZC123.8
F53G12.16	F53G12.16
C17E4.18	C17E4.18
F40E3.8	F40E3.8
M04C9.9	M04C9.9
Y71A12B.29	Y71A12B.29
C37A5.12	C37A5.12
D2092.15	D2092.15
F46A8.12	F46A8.12
F48C1.14	F48C1.14
T27A3.10	21ur-14839
F45H11.7	21ur-14951
C54G6.6	C54G6.6
H36N01.3	H36N01.3
Y105E8B.14	Y105E8B.14
ZK973.25	ZK973.25
T08G11.10	T08G11.10
C10G11.16	C10G11.16
F37D6.8	F37D6.8
ZC581.11	ZC581.11
C09D1.4	C09D1.4
Y23H5B.11	21ur-15102
F41D3.16	F41D3.16
F16A11.10	anr-20
F56A6.7	F56A6.7
F37D6.7	F37D6.7
Y106G6C.1	Y106G6C.1
Y37E3.26	Y37E3.26
Y53H1C.4	Y53H1C.4
C16C2.5	C16C2.5
Y37F4.10	Y37F4.10
C27A12.11	C27A12.11
F35C12.6	F35C12.6
F33E2.12	F33E2.12
C01A2.8	C01A2.8
C09D4.7	21ur-12380
C48E7.12	C48E7.12
F57B10.16	F57B10.16
C46H11.12	C46H11.12
C37A2.9	C37A2.9
F53G12.15	F53G12.15
Y54E10A.21	Y54E10A.21
F32H2.14	linc-80
C27C7.10	C27C7.10
C47F8.10	C47F8.10
K10D3.9	K10D3.9
W09G3.14	W09G3.14
F15C11.5	F15C11.5
ZC334.15	ZC334.15
T22C1.13	T22C1.13
F16A11.6	F16A11.6
Y37E3.27	Y37E3.27
K02B12.13	linc-113
K10C3.8	K10C3.8
F54A5.5	F54A5.5
Y53C10A.16	Y53C10A.16
F39B2.12	F39B2.12
C31H5.8	C31H5.8
C36F7.24	C36F7.24
W09C5.15	W09C5.15
Y37F4.13	Y37F4.13
ZC328.7	ZC328.7
B0511.15	B0511.15
M01D7.10	M01D7.10
F52F12.13	F52F12.13
T01A4.5	T01A4.5
K03E5.9	K03E5.9
W10C8.8	W10C8.8
ZK973.12	ZK973.12
F46A9.8	F46A9.8
C31H5.9	C31H5.9
Y53H1A.8	anr-40
D2005.8	21ur-12756
B0207.16	B0207.16
F11A6.6	F11A6.6
F31C3.14	F31C3.14
T26E3.15	T26E3.15
C15A11.8	21ur-15108
C17E4.15	C17E4.15
C41G7.11	21ur-15380
F25D7.9	F25D7.9
Y95B8A.14	Y95B8A.14
F52F12.14	F52F12.14
C54G4.12	C54G4.12
C24A11.10	21ur-14736
Y92H12A.7	21ur-12465
C49A1.17	C49A1.17
T03A1.5	T03A1.5
T09B4.18	T09B4.18
ZK973.24	ZK973.24
ZK270.5	ZK270.5
F13G3.13	F13G3.13
F27D4.11	F27D4.11
R06C1.12	R06C1.12
Y106G6A.9	Y106G6A.9
T22C1.16	linc-58
T10E9.10	21ur-14742
F55A12.11	F55A12.11
F26E4.18	F26E4.18
F37D6.11	F37D6.11
ZK1025.11	ZK1025.11
ZK39.11	ZK39.11
C10G11.15	C10G11.15
Y39G10AR.28	Y39G10AR.28
Y20F4.11	Y20F4.11
ZC247.7	ZC247.7
T08G11.9	T08G11.9
W01A8.9	21ur-15127
C30F12.9	C30F12.9
ZK484.10	ZK484.10
C10G11.17	C10G11.17
T21G5.8	T21G5.8
Y54E5B.6	Y54E5B.6
C30F8.7	linc-156
M01A10.7	M01A10.7
F27C1.18	F27C1.18
C17E4.17	C17E4.17
T10B11.9	T10B11.9
F15D3.10	F15D3.10
F29D10.7	F29D10.7
F32B4.10	F32B4.10
ZC581.13	ZC581.13
F36D1.20	F36D1.20
W09G3.9	21ur-15386
Y71F9B.17	Y71F9B.17
Y105E8A.37	Y105E8A.37
F25F8.3	21ur-10520
Y39G10AR.29	Y39G10AR.29
W04A4.8	W04A4.8
F09C3.7	F09C3.7
C45E1.6	C45E1.6
W10C8.10	W10C8.10
C26C6.14	C26C6.14
Y71F9AL.21	Y71F9AL.21
F32H2.13	F32H2.13
Y63D3A.12	Y63D3A.12
F37E3.5	F37E3.5
F27C1.15	21ur-14376
C01F4.4	C01F4.4
C01A2.10	C01A2.10
F31C3.12	F31C3.12
C18E3.10	C18E3.10
Y40B1A.5	Y40B1A.5
ZK1025.17	ZK1025.17
C10H11.12	C10H11.12
F25D7.8	F25D7.8
C09D1.5	C09D1.5
W10C8.7	W10C8.7
F54A5.4	F54A5.4
C41G7.10	21ur-14484
F45H11.10	F45H11.10
F55D12.8	F55D12.8
Y65B4BM.2	Y65B4BM.2
C36F7.22	C36F7.22
C34B2.13	C34B2.13
K03E5.8	anr-45
T22C1.14	T22C1.14
Y71A12B.27	Y71A12B.27
K10C3.7	K10C3.7
C16C2.6	C16C2.6
T20F10.10	T20F10.10
K10C3.13	K10C3.13
F58H10.2	21ur-12039
Y53C10A.17	Y53C10A.17
C17H1.22	21ur-13800
K02B12.10	K02B12.10
W09C5.14	W09C5.14
ZC334.14	ZC334.14
ZK1025.12	ZK1025.12
C17D12.14	C17D12.14
F10D11.8	F10D11.8
F43G9.19	F43G9.19
W09G3.15	W09G3.15
F32B5.13	F32B5.13
C09D4.8	C09D4.8
B0511.16	B0511.16
F11A6.5	F11A6.5
Y48G10A.8	21ur-15556
Y48G8AR.5	Y48G8AR.5
C36F7.23	C36F7.23
C48E7.13	C48E7.13
R06C1.13	R06C1.13
F21A9.3	linc-9
F32B4.9	F32B4.9
F48A9.4	F48A9.4
C49A1.16	C49A1.16
F16A11.13	F16A11.13
B0205.15	B0205.15
Y47H9A.2	Y47H9A.2
M01E5.7	sls-2.9
W06D4.8	sls-2.7
R12E2.16	sls-2.4
F56H6.16	F56H6.16
F15H9.6	F15H9.6
C47F8.9	C47F8.9
F56H6.15	F56H6.15
R05D7.6	R05D7.6
H27M09.6	H27M09.6
F15H9.5	F15H9.5
W04G5.11	W04G5.11
H27M09.8	H27M09.8
F56H6.14	F56H6.14
W06D4.7	sls-2.6
F32B5.9	F32B5.9
F16A11.12	F16A11.12
ZK858.10	ZK858.10
Y71F9AM.7	Y71F9AM.7
Y71G12B.41	Y71G12B.41
C17D12.8	C17D12.8
Y65B4A.11	Y65B4A.11
W02B9.3	W02B9.3
D1007.20	D1007.20
T27A3.9	T27A3.9
R12E2.17	R12E2.17
E01A2.11	E01A2.11
T02E1.9	T02E1.9
F53G12.12	F53G12.12
B0041.9	B0041.9
K02A11.12	K02A11.12
F46F11.12	F46F11.12
T23G11.12	T23G11.12
F55H12.9	F55H12.9
R11A5.8	R11A5.8
Y65B4BR.12	Y65B4BR.12
K10D3.10	K10D3.10
F32B4.12	F32B4.12
F39B2.14	F39B2.14
E01A2.9	E01A2.9
T09B4.22	T09B4.22
T13E5.1	T13E5.1
F28D9.6	F28D9.6
F59C6.15	F59C6.15
T28B8.11	T28B8.11
F55A3.8	F55A3.8
F37F2.4	F37F2.4
F47G4.9	F47G4.9
F22D6.16	F22D6.16
F21F12.3	F21F12.3
T23D8.13	T23D8.13
T08B2.13	T08B2.13
C17D12.18	C17D12.18
C24G7.6	C24G7.6
F25H2.14	F25H2.14
Y76G2B.1	Y76G2B.1
C32F10.9	C32F10.9
F30A10.16	F30A10.16
C54G4.16	C54G4.16
ZK484.11	ZK484.11
F25H5.9	F25H5.9
Y47G6A.38	Y47G6A.38
Y39G10AR.24	Y39G10AR.24
W10C8.17	W10C8.17
Y74C9A.6	Y74C9A.6
Y23H5B.10	Y23H5B.10
F58D5.12	F58D5.12
ZK484.9	ZK484.9
Y95B8A.18	Y95B8A.18
Y6B3B.15	Y6B3B.15
F48A9.6	F48A9.6
C26C6.13	C26C6.13
F58D5.11	F58D5.11
F32B5.17	F32B5.17
F25H2.15	F25H2.15
ZK265.10	ZK265.10
Y119C1B.13	Y119C1B.13
Y37E3.22	Y37E3.22
K09H9.11	K09H9.11
R10A10.3	R10A10.3
Y65B4A.10	Y65B4A.10
T19B4.8	T19B4.8
Y71F9AL.24	Y71F9AL.24
Y37E3.21	Y37E3.21
B0379.13	B0379.13
Y37E3.20	Y37E3.20
Y40B1A.6	Y40B1A.6
B0379.12	B0379.12
T23D8.11	T23D8.11
C04F12.17	C04F12.17
C27A12.13	mir-4926
F55D12.7	mir-245
Y37F4.9	mir-1817
Y47H9C.21	mir-5545
T07D10.9	mir-1823
T04D1.5	mir-244
C12C8.4	mir-79
C41G7.14	mir-4932
F33E2.9	mir-795
W09G3.10	mir-2218.1
Y71F9AL.23	mir-4931
T09B4.11	mir-1
Y71F9AL.22	mir-5546
F46A9.7	mir-2211
Y87G2A.21	mir-1824
F16A11.4	mir-71
T09B4.20	mir-4916
T07D10.7	mir-794
M04C9.7	mir-2
Y71A12B.20	mir-1818
Y71G12B.29	mir-50
T22A3.9	mir-1828
M04C9.8	mir-1019
T09B4.12	mir-235
Y105E8A.31	mir-354
D1007.17	mir-353
W09G3.11	mir-2218.2
F37H8.12	F37H8.12
B0454.14	B0454.14
F18A12.9	F18A12.9
T24H7.7	T24H7.7
F22D3.7	F22D3.7
W01D2.7	W01D2.7
F56D12.11	F56D12.11
T05A6.10	T05A6.10
Y57A10B.8	Y57A10B.8
T25D10.6	T25D10.6
F31E8.19	F31E8.19
F35C11.11	F35C11.11
C07H4.4	C07H4.4
K03H9.13	K03H9.13
T14B4.12	T14B4.12
C24H12.14	C24H12.14
B0457.19	B0457.19
C09H10.12	C09H10.12
T22C8.9	T22C8.9
R03D7.9	R03D7.9
F44F4.14	21ur-13748
Y51H7C.17	Y51H7C.17
W09G10.7	W09G10.7
F34D6.11	linc-12
ZK892.9	ZK892.9
F13H8.13	F13H8.13
B0034.12	B0034.12
F26C11.5	F26C11.5
F57F10.5	F57F10.5
Y53F4B.59	Y53F4B.59
ZK622.6	ZK622.6
F35D11.12	F35D11.12
C01B9.6	C01B9.6
T08E11.9	21ur-12798
T06D8.12	T06D8.12
F08G2.14	F08G2.14
F49C5.13	F49C5.13
T01B7.10	T01B7.10
F43G6.12	F43G6.12
F56D1.8	F56D1.8
F44E5.10	F44E5.10
C01F1.7	C01F1.7
2RSSE.6	2RSSE.6
F43C11.13	F43C11.13
D2013.11	D2013.11
C26D10.8	C26D10.8
Y110A2AL.15	21ur-12599
B0495.17	B0495.17
R07G3.12	R07G3.12
K03H9.9	K03H9.9
F55C12.18	F55C12.18
T05A6.17	T05A6.17
ZK1290.16	21ur-15508
C33F10.22	C33F10.22
C09D8.10	C09D8.10
T05B9.3	T05B9.3
T27D12.10	T27D12.10
B0457.10	B0457.10
C05D12.10	C05D12.10
C29H12.12	C29H12.12
Y48C3A.24	Y48C3A.24
C52E12.9	C52E12.9
