Ensembl Gene ID	Associated Gene Name	Descriptio
AT2G28870	AT2G28870	uncharacterized protein
AT2G43386	AT2G43386	uncharacterized protein
AT2G20990	NTMC2T1.1	synaptotagmin A
AT5G09600	SDH3-1	succinate dehydrogenase 3-1
AT4G25200	ATHSP23.6-MITO	small heat shock protein 23.6
AT4G35589	AT4G35589	uncharacterized protein
AT3G04510	LSH2	uncharacterized protein
AT4G03690	AT4G03690	transposable element gene
AT5G57760	AT5G57760	uncharacterized protein
AT3G04800	ATTIM23-3	translocase inner membrane subunit 23-3
AT2G45560	CYP76C1	cytochrome P450 76C1
AT4G07380	AT4G07380	uncharacterized protein
AT4G19045	AT4G19045	Mob1/phocein family protein
AT1G79820	SGB1	putative plastidic glucose transporter 3
AT4G25433	AT4G25433	peptidoglycan-binding LysM domain-containing protein
AT5G36110	CYP716A1	cytochrome P450, family 716, subfamily A, polypeptide 1
AT2G23830	AT2G23830	vesicle-associated membrane protein-like protein
AT2G37925	COPT4	copper transporter 4
AT3G55570	AT3G55570	uncharacterized protein
AT1G33570	AT1G33570	transposable element gene
AT4G28730	AT4G28730	glutaredoxin-C5
AT1G59910	AT1G59910	formin-like protein 7
AT3G29365	ATEXP19	member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)
AT3G51430	SSL5	strictosidine synthase
AT1G13990	AT1G13990	uncharacterized protein
AT5G07330	AT5G07330	uncharacterized protein
AT3G55520	AT3G55520	FKBP-like peptidyl-prolyl cis-trans isomerase family protein
AT4G06642	AT4G06642	transposable element gene
AT4G03825	AT4G03825	transposable element gene
AT5G48100	TT10	laccase-15
AT5G32610	AT5G32610	transposable element gene
AT5G24930	COL4	protein CONSTANS-like 4
AT4G03150	AT4G03150	uncharacterized protein
AT3G25882	NIMIN-2	NIM1-interacting 2 protein
AT1G49360	AT1G49360	F-box protein
AT3G58960	AT3G58960	putative F-box protein
AT3G43431	AT3G43431	uncharacterized protein
AT1G65346	AT1G65346	uncharacterized protein
AT4G13690	AT4G13690	uncharacterized protein
AT2G04970	AT2G04970	transposable element gene
ATMG00310	ORF154	RNA-directed DNA polymerase (reverse transcriptase)-related family protein
AT3G29550	AT3G29550	transposable element gene
AT3G28530	AT3G28530	UDP-glucose 4-epimerase
AT1G66850	AT1G66850	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT2G45260	AT2G45260	uncharacterized protein
AT5G53840	AT5G53840	F-box/FBD/LRR-repeat protein
AT1G35200	AT1G35200	60S ribosomal protein L4/L1 (RPL4B), pseudogene
AT4G03210	XTH9	xyloglucan endotransglucosylase/hydrolase protein 9
AT3G56380	ARR17	two-component response regulator ARR17
AT4G08550	AT4G08550	electron carrier/ protein disulfide oxidoreductase
AT1G70360	AT1G70360	F-box protein
AT2G36815	AT2G36815	uncharacterized protein
AT4G28240	AT4G28240	putative wound-responsive protein
AT4G08076	AT4G08076	transposable element gene
AT3G51075	AT3G51075	other RNA
AT1G25209	AT1G25209
AT4G10610	ATRBP37	CTC-interacting domain 12 protein
AT1G07750	AT1G07750	cupin domain-containing protein
AT2G27050	EIL1	ethylene insensitive 3-like 1 protein
AT1G60010	AT1G60010	uncharacterized protein
AT1G21530	AT1G21530	pMF8-like amp-binding protein
AT1G74060	AT1G74060	60S ribosomal protein L6-2
AT5G06850	AT5G06850	C2 calcium/lipid-binding and phosphoribosyltransferase C-terminal domain-containing protein
AT5G36075	AT5G36075	transposable element gene
AT3G15610	AT3G15610	transducin/WD40 domain-containing protein
AT1G25390	AT1G25390	protein kinase-like protein
AT2G21990	AT2G21990	uncharacterized protein
AT4G20725	AT4G20725	transposable element gene
AT2G15170	AT2G15170	basic secretory protein family protein
AT4G05597	AT4G05597	transposable element gene
AT4G10990	AT4G10990	transposable element gene
AT5G38080	AT5G38080	uncharacterized protein
AT5G10060	AT5G10060	ENTH/VHS family protein
AT1G24570	AT1G24570	uncharacterized protein
AT5G57160	ATLIG4	DNA ligase 4
AT5G63160	BT1	BTB and TAZ domain protein 1
AT1G57840	AT1G57840	pseudogene
AT5G18300	anac088	NAC domain containing protein 88
AT2G36910	PGP1	ABC transporter B family member 1
AT1G15430	AT1G15430	uncharacterized protein
AT5G65330	AGL78	protein agamous-like 78
AT2G31030	ORP1B	oxysterol binding protein-related protein 1B
AT2G27350	AT2G27350	OTU-like cysteine type protease
ATMG01090	ORF262	ATP synthase 9 mitochondrial
AT5G32540	AT5G32540	transposable element gene
AT3G60340	AT3G60340	palmitoyl protein thioesterase family protein
AT3G10160	ATDFC	DHFS-FPGS homolog C
AT5G37160	AT5G37160	tRNA-splicing endonuclease positive effector-related protein
AT1G77220	AT1G77220	uncharacterized protein
ATCG00990	TRNN.1	tRNA-Asn
AT5G55350	AT5G55350	putative long-chain-alcohol O-fatty-acyltransferase 4
AT5G44570	AT5G44570	uncharacterized protein
AT1G71180	AT1G71180	6-phosphogluconate dehydrogenase-like protein
AT3G21933	AT3G21933	pseudogene
AT5G33370	AT5G33370	GDSL esterase/lipase
AT5G46120	AT5G46120	transposable element gene
AT5G59670	AT5G59670	Receptor-like protein kinase
AT2G09790	AT2G09790	transposable element gene
AT4G00730	ANL2	homeobox-leucine zipper protein ANTHOCYANINLESS 2
AT3G43304	AT3G43304	transposable element gene
AT4G16480	ATINT4	inositol transporter 4
AT1G70500	AT1G70500	pectin lyase-like protein
AT1G37045	AT1G37045	transposable element gene
AT5G34602	AT5G34602	transposable element gene
AT5G01970	AT5G01970	uncharacterized protein
AT4G37925	NDH-M	NAD(P)H-quinone oxidoreductase subunit M
AT2G15860	AT2G15860	uncharacterized protein
AT2G13250	AT2G13250	transposable element gene
AT5G28715	AT5G28715	transposable element gene
AT2G42395	AT2G42395	uncharacterized protein
AT1G02430	ATARFD1B	ADP-ribosylation factor D1B
AT5G19300	AT5G19300	uncharacterized protein
AT1G19030	AT1G19030	transposable element gene
AT1G03370	AT1G03370	C2 calcium/lipid-binding and GRAM domain containing protein
AT1G52300	AT1G52300	60S ribosomal protein L37-2
AT3G28315	AT3G28315	transposable element gene
AT2G40120	AT2G40120	protein kinase-like protein
AT1G10950	TMN1	transmembrane nine 1
AT3G11950	AT3G11950	homogentisate solanesyltransferase
AT1G04090	AT1G04090	uncharacterized protein
AT1G05360	AT1G05360	uncharacterized protein
AT5G05460	AT5G05460	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
AT3G30210	ATMYB121	myb proto-oncogene protein
AT4G10580	AT4G10580	transposable element gene
AT4G38830	CRK26	cysteine-rich receptor-like protein kinase 26
AT4G12060	AT4G12060	Double Clp-N motif protein
AT3G55020	AT3G55020	RabGAP/TBC domain-containing protein
AT1G21722	AT1G21722	uncharacterized protein
AT3G55120	TT5	chalcone--flavonone isomerase 1
AT3G22415	AT3G22415	uncharacterized protein
AT1G57820	VIM1	E3 ubiquitin-protein ligase ORTHRUS 2
AT1G08570	ACHT4	thioredoxin-like 1-1
AT4G21903	AT4G21903	mate efflux domain-containing protein
AT5G64030	AT5G64030	putative methyltransferase PMT26
AT3G23400	FIB4	putative plastid-lipid-associated protein 6
AT3G03200	NAC045	NAC domain containing protein 45
AT3G30212	AT3G30212	transposable element gene
AT1G06200	AT1G06200	peptidase-S24/S26 domain-containing protein
AT3G15450	AT3G15450	aluminum induced protein with YGL and LRDR motif
AT1G29071	SNOR105	SNOR105 (SMALL NUCLEOLAR RNA 105)snoRNA
AT4G15398	CYP702A7P	cytochrome P450 pseudogene
AT2G13350	AT2G13350	C2 domain-containing protein
AT5G05987	PRA1.A2	PRA1 family protein A2
AT4G36620	GATA19	GATA transcription factor 19
AT4G25960	PGP2	P-glycoprotein 2
AT3G18330	AT3G18330	F-box protein
AT3G28390	PGP18	ABC transporter B family member 18
AT1G65470	FAS1	chromatin assembly factor-1 (FASCIATA1)
AT3G44428	AT3G44428	ECA1 gametogenesis related family protein
AT4G34265	AT4G34265	uncharacterized protein
AT1G09450	AT1G09450	protein kinase family protein
AT3G44510	AT3G44510	alpha/beta-hydrolases family protein
AT3G29575	AFP3	Ninja-family protein AFP3
AT1G30820	AT1G30820	CTP synthase-like protein
AT4G18030	AT4G18030	putative methyltransferase PMT14
AT2G01270	QSOX2	quiescin-sulfhydryl oxidase 2
AT5G56750	NDL1	N-MYC downregulated-like 1 protein
AT2G15850	AT2G15850	pseudogene
AT1G45233	AtTHO5	THO complex, subunit 5
AT1G73620	AT1G73620	pathogenesis-related thaumatin-like protein
AT1G79090	AT1G79090	DNA topoisomerase 2-associated protein PAT1
AT5G62740	HIR1	Hypersensitive-induced response protein 1
AT1G79540	AT1G79540	pentatricopeptide repeat-containing protein
AT1G29350	AT1G29350	uncharacterized protein
AT1G66700	PXMT1	S-adenosylmethionine-dependent methyltransferase domain-containing protein
AT1G11010	AT1G11010	pre-tRNA
AT3G22510	AT3G22510	Pre-rRNA-processing protein TSR2
ATMG00290	RPS4	mitochondrial ribosomal protein S4
AT3G04790	AT3G04790	ribose 5-phosphate isomerase A
AT5G54830	AT5G54830	DOMON and dopamine beta-monooxygenase N-terminal domain-containing protein
AT3G30819	AT3G30819	transposable element gene
AT5G28141	AT5G28141	transposable element gene
AT3G18845	AT3G18845	Encodes a Protease inhibitor/seed storage/LTP family protein
AT5G32228	AT5G32228	transposable element gene
AT2G09850	AT2G09850	transposable element gene
AT2G20805	AT2G20805	uncharacterized protein
AT2G10160	AT2G10160	transposable element gene
AT1G70680	AT1G70680	Caleosin-related family protein
AT5G56795	MT1B	metallothionein 1B
AT1G79040	PSBR	photosystem II subunit R
AT4G28025	AT4G28025	uncharacterized protein
AT4G08370	AT4G08370	Proline-rich extensin-like family protein
AT3G50280	AT3G50280	uncharacterized acetyltransferase
AT5G12870	ATMYB46	transcription factor MYB46
AT4G26760	MAP65-2	microtubule-associated protein 65-2
AT2G05084	AT2G05084	transposable element gene
AT2G44578	AT2G44578	RING/U-box domain-containing protein
AT1G13470	AT1G13470	uncharacterized protein
AT3G44005	AT3G44005	pseudogene
AT2G03934	AT2G03934	Encodes a defensin-like (DEFL) family protein
AT1G27740	RSL4	transcription factor bHLH54
AT1G32770	NST3	NAC domain-containing protein 12
AT2G06002	AT2G06002	other RNA
AT1G04290	AT1G04290	thioesterase-like protein
AT5G43540	AT5G43540	C2H2 and C2HC zinc finger-containing protein
AT5G05710	AT5G05710	pleckstrin homology domain-containing protein
AT2G42070	ATNUDX23	nudix hydrolase 23
AT3G23880	AT3G23880	F-box/kelch-repeat protein
AT3G18610	PARLL1	nucleolin
AT4G03455	MIR447B	MIR447B miRNA
AT2G41940	ZFP8	zinc finger protein 8
AT2G05690	AT2G05690
AT5G09400	KUP7	Potassium transporter 7
AT5G25450	AT5G25450	ubiquinol-cytochrome c reductase subunit 7
AT1G65670	CYP702A1	cytochrome P450, family 702, subfamily A, polypeptide 1
AT5G37473	AT5G37473	putative defensin-like protein 277
AT2G21600	ATRER1B	protein RER1B
AT1G53570	MAPKKK3	mitogen-activated protein kinase kinase kinase 3
AT4G38660	AT4G38660	pathogenesis-related thaumatin-like protein
AT2G03440	NRP1	nodulin-related protein 1
AT5G51290	AT5G51290	diacylglycerol kinase family protein
AT5G10410	AT5G10410	putative clathrin assembly protein
AT2G40350	AT2G40350	putative dehydration-responsive element-binding protein 2H
AT3G07185	AT3G07185	pre-tRNA
AT2G33490	AT2G33490	hydroxyproline-rich glycoprotein-like protein
AT3G49420	AT3G49420	Got1/Sft2-like vescicle transport-like protein
AT3G49010	ATBBC1	60S ribosomal protein L13-1
AT1G06475	AT1G06475	uncharacterized protein
AT2G01930	BPC1	basic pentacysteine1
AT5G27510	AT5G27510	protein kinase family protein
AT5G13910	LEP	ethylene-responsive transcription factor LEP
AT5G59840	AT5G59840	Ras-related protein Rab-8A
AT4G21170	AT4G21170	pentatricopeptide repeat-containing protein
AT4G38490	AT4G38490	uncharacterized protein
AT3G03770	AT3G03770	leucine-rich repeat protein kinase-like protein
AT1G50420	SCL-3	scarecrow-like protein 3
AT1G40093	AT1G40093	transposable element gene
AT2G41510	ATCKX1	cytokinin dehydrogenase 1
AT3G56920	AT3G56920	putative S-acyltransferase
AT4G08660	AT4G08660	transposable element gene
AT3G46911	AT3G46911	pseudogene
AT5G28263	AT5G28263
AT3G58230	AT3G58230	Ubiquitin-specific protease family C19-related protein
AT4G33565	AT4G33565	RING-finger domain-containing protein
AT1G69000	AT1G69000	pre-tRNA
AT5G01225	AT5G01225	uncharacterized protein
AT1G79360	ATOCT2	organic cation/carnitine transporter 2
AT4G06625	AT4G06625	transposable element gene
AT5G54040	AT5G54040	cysteine/histidine-rich C1 domain-containing protein
AT1G19500	AT1G19500	uncharacterized protein
AT1G12800	AT1G12800	S1 RNA-binding domain-containing protein
AT4G29030	AT4G29030	Putative membrane lipoprotein
AT1G54690	G-H2AX	gamma histone variant H2AX
AT5G44495	AT5G44495	ECA1 gametogenesis related family protein
AT4G11610	AT4G11610	C2 calcium/lipid-binding and phosphoribosyltransferase C-terminal domain-containing protein
AT3G61450	SYP73	syntaxin-73
AT2G34450	AT2G34450	high mobility group (HMG1/2) domain-containing protein
AT5G28593	AT5G28593	transposable element gene
AT3G24260	AT3G24260	uncharacterized protein
AT1G53470	MSL4	mechanosensitive channel of small conductance-like 4
AT1G28270	RALFL4	protein ralf-like 4
AT2G22870	EMB2001	GTP-binding protein
AT1G60680	AT1G60680	NAD(P)-linked oxidoreductase-like protein
AT1G07360	AT1G07360	pre-mRNA-splicing factor RBM22/SLT11
AT4G07868	AT4G07868	uncharacterized protein
AT3G44716	AT3G44716	uncharacterized protein
AT2G33120	ATVAMP722	vesicle-associated membrane protein 722
AT3G02493	RTFL19	protein rotundifolia like 19
AT2G19780	AT2G19780	leucine-rich repeat-containing protein
AT4G17360	AT4G17360	Formyl transferase
AT4G38180	FRS5	protein FAR1-related sequence 5
AT1G35647	AT1G35647	transposable element gene
AT4G06700	AT4G06700	transposable element gene
AT4G12390	PME1	pectin methylesterase inhibitor 1
AT3G28890	RLP43	receptor like protein 43
AT1G44446	CAO	chlorophyllide a oxygenase
AT1G64625	AT1G64625	putative serine/threonine-protein kinase WNK10-related protein
AT5G05280	AT5G05280	RING-H2 finger protein ATL73
AT5G14040	PHT3;1	phosphate transporter 3;1
AT4G18090	AT4G18090	uncharacterized protein
AT1G08790	AT1G08790	uncharacterized protein
AT3G53015	MIR771A	MIR771a miRNA
AT4G14305	AT4G14305	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
AT5G46560	AT5G46560	uncharacterized protein
AT3G22650	ATSFL61	F-box and associated interaction domain-containing protein
AT1G49730	AT1G49730	protein kinase domain-containing protein
AT1G06930	AT1G06930	uncharacterized protein
AT3G23050	IAA7	auxin-responsive protein IAA7
AT3G45638	AT3G45638	other RNA
AT3G33075	AT3G33075	transposable element gene
AT3G49110	ATPCA	peroxidase 33
AT4G31380	FLP1	protein kinase family protein
AT1G39510	AT1G39510	transposable element gene
AT2G25690	AT2G25690	uncharacterized protein
AT1G72300	AT1G72300	Tyrosine-sulfated glycopeptide receptor 1
AT4G15470	AT4G15470	BI1-like protein
AT1G69300	AT1G69300	pre-tRNA
AT1G70390	AT1G70390	putative F-box protein
AT1G36090	AT1G36090	transposable element gene
AT1G80750	AT1G80750	60S ribosomal protein L7-1
AT2G14930	AT2G14930	transposable element gene
AT5G34830	AT5G34830	uncharacterized protein
AT5G63970	AT5G63970	Copine (Calcium-dependent phospholipid-binding protein) family
AT1G76930	ATEXT1	extensin 4
AT4G06617	AT4G06617	transposable element gene
AT5G20320	DCL4	dicer-like protein 4
AT3G16140	PSAH-1	photosystem I reaction center subunit VI-1
AT4G23850	LACS4	long chain acyl-CoA synthetase 4
AT3G19930	STP4	sugar transport protein 4
ATMG00630	ORF110B	hypothetical protein
ATMG00040	ORF315	ATP synthase subunit C family protein
AT5G25490	AT5G25490	Ran BP2/NZF zinc finger-like protein
AT2G23080	AT2G23080	putative casein kinase II subunit alpha
AT4G04953	AT4G04953	uncharacterized protein
AT1G59950	AT1G59950	NAD(P)-linked oxidoreductase-like protein
AT5G06170	ATSUC9	sucrose transport protein SUC9
AT1G48740	AT1G48740	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase-like protein
AT5G66140	PAD2	proteasome subunit alpha type-7-B
AT1G75700	HVA22G	HVA22-like protein G
AT4G11350	AT4G11350	uncharacterized protein
AT5G10520	RBK1	ROP binding protein kinase 1
AT4G16520	ATG8F	autophagy-related protein 8f
AT3G16480	MPPalpha	mitochondrial processing peptidase
AT2G28105	AT2G28105	uncharacterized protein
AT2G05710	ACO3	aconitate hydratase 2
AT2G36170	AT2G36170	60S ribosomal protein L40-2
AT1G15045	AT1G15045	uncharacterized protein
AT1G47780	AT1G47780	estrase/lipase domain-containing protein
AT5G12340	AT5G12340	uncharacterized protein
AT5G59850	AT5G59850	40S ribosomal protein S15a-1
AT1G78740	AT1G78740	RNI-like superfamily protein
AT4G13280	ATTPS12	terpenoid synthase 12
AT3G18480	AtCASP	protein CASP
AT5G50700	HSD1	hydroxysteroid dehydrogenase 1
AT3G11640	AT3G11640	uncharacterized protein
AT5G09975	AT5G09975	pre-tRNA
AT4G12650	AT4G12650	endomembrane family protein 70
AT3G02700	AT3G02700	NC domain-containing protein
AT3G01770	ATBET10	bromodomain and extraterminal domain protein 10
AT1G62970	AT1G62970	chaperone DnaJ-domain containing protein
AT3G42233	AT3G42233	transposable element gene
AT3G42730	AT3G42730	transposable element gene
AT1G49960	AT1G49960	nucleobase-ascorbate transporter 4
AT2G38900	AT2G38900	serine protease inhibitor, potato inhibitor I-type protein
AT2G31250	HEMA3	glutamyl-tRNA reductase
AT1G33820	AT1G33820	uncharacterized protein
AT3G60630	HAM2	scarecrow-like protein 22
AT1G57350	AT1G57350	pre-tRNA
ATMG01050	ORF159	hypothetical protein
AT3G19870	AT3G19870	uncharacterized protein
AT5G07350	Tudor1	TUDOR-SN protein 1
AT3G12020	AT3G12020	kinesin motor protein-like protein
AT5G02520	AT5G02520	uncharacterized protein
AT3G11945	ATHST	homogentisate solanesyltransferase
AT2G18830	AT2G18830	uncharacterized protein
AT1G36485	AT1G36485	transposable element gene
AT1G03350	AT1G03350	BSD domain-containing protein
AT1G14490	AT1G14490	putative AT-hook DNA-binding protein
AT1G53750	RPT1A	regulatory particle triple-A 1A
AT1G15150	AT1G15150	MATE efflux family protein
AT3G09230	AtMYB1	myb domain protein 1
AT1G11940	AT1G11940	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
AT1G02680	TAF13	transcription initiation factor TFIID subunit D11
AT1G61840	AT1G61840	cysteine/histidine-rich C1 domain-containing protein
AT4G39640	GGT1	gamma-glutamyl transpeptidase 1
AT2G43520	ATTI2	defensin-like protein 193
AT5G29708	AT5G29708	transposable element gene
AT2G47780	AT2G47780	Rubber elongation factor protein (REF)
AT1G36230	AT1G36230	uncharacterized protein
AT5G61810	AT5G61810	Mitochondrial substrate carrier family protein
AT3G56400	WRKY70	putative WRKY transcription factor 70
AT4G31490	AT4G31490	coatomer subunit beta-2
AT2G03200	AT2G03200	aspartyl protease-like protein
AT4G20580	AT4G20580	cysteine-rich repeat secretory protein 49
AT3G17660	AGD15	putative ADP-ribosylation factor GTPase-activating protein AGD15
AT3G07790	AT3G07790	protein DGCR14
AT2G15310	ATARFB1A	ADP-ribosylation factor B1A
AT5G24800	ATBZIP9	basic leucine zipper 9
AT1G66670	CLPP3	ATP-dependent Clp protease proteolytic subunit 3
AT1G28300	LEC2	B3 domain-containing transcription factor LEC2
AT2G21655	AT2G21655	uncharacterized protein
AT1G61226	MIR846A	(MIR846A) otherRNA
AT5G41620	AT5G41620	uncharacterized protein
AT4G28920	AT4G28920	uncharacterized protein
AT1G55620	CLCF	chloride channel protein CLC-f
AT2G47200	AT2G47200	uncharacterized protein
AT4G21980	ATG8A	autophagy-related protein 8a
AT4G26390	AT4G26390	pyruvate kinase
AT2G18890	AT2G18890	protein kinase-like protein
AT1G16910	LSH8	uncharacterized protein
AT5G54730	ATATG18F	autophagy 18F-like protein
AT1G23500	AT1G23500	GDSL esterase/lipase
AT2G35710	AT2G35710	nucleotide-diphospho-sugar transferase domain-containing protein
AT5G43480	AT5G43480	uncharacterized protein
AT2G06620	AT2G06620	transposable element gene
AT2G46535	AT2G46535	uncharacterized protein
AT1G72310	ATL3	RING-H2 finger protein ATL3
AT5G39210	CRR7	chlororespiratory reduction 7
AT4G39830	AT4G39830	putative L-ascorbate oxidase
AT3G25716	AT3G25716	uncharacterized protein
AT2G18930	AT2G18930	uncharacterized protein
AT2G11050	AT2G11050	transposable element gene
AT2G12490	AT2G12490	transposable element gene
AT3G30450	AT3G30450	transposable element gene
AT1G32190	AT1G32190	alpha/beta-hydrolase-like protein
AT5G04860	AT5G04860	uncharacterized protein
AT3G60550	CYCP3;2	cyclin-U2-2
AT1G09430	ACLA-3	ATP-citrate lyase A-3
AT1G69530	EXP1	expansin A1
AT2G28080	AT2G28080	UDP-glycosyltransferase-like protein
AT1G03250	AT1G03250	uncharacterized protein
AT5G60980	AT5G60980	nuclear transport factor 2 and RNA recognition motif domain-containing protein
AT3G22142	AT3G22142	bifunctional inhibitor/lipid transfer protein/seed storage protein-like protein
AT1G08840	emb2411	DNA replication ATP-dependent helicase Dna2
AT5G66455	AT5G66455	pseudogene
AT3G25826	AT3G25826	transposable element gene
AT5G59700	AT5G59700	putative receptor-like protein kinase
AT3G56820	AT3G56820	uncharacterized protein
AT2G14520	AT2G14520	CBS and transporter associated domain-containing protein
AT1G33400	TPR9	tetratricopeptide repeat-containing protein
AT5G58880	AT5G58880	uncharacterized protein
AT2G43190	AT2G43190	ribonuclease P-like protein
AT5G35526	AT5G35526	uncharacterized protein
AT3G57580	AT3G57580	F-box protein
AT2G31010	AT2G31010	protein kinase domain-containing protein
AT4G28450	AT4G28450	WD repeat and SOF domain-containing protein 1
AT5G42203	AT5G42203	uncharacterized protein
AT2G25280	AT2G25280	uncharacterized protein
AT1G13440	GAPC-2	glyceraldehyde 3-phosphate dehydrogenase
AT1G50360	VIIIA	P-loop containing nucleoside triphosphate hydrolase-like protein
AT1G18745	AT1G18745
AT5G53048	AT5G53048	(AT5G53048) otherRNA
AT1G50660	AT1G50660	uncharacterized protein
AT3G19770	VPS9	vacuolar sorting protein 9 domain-containing protein
AT3G25450	AT3G25450	transposable element gene
AT1G51175	AT1G51175	transposable element gene
AT2G43280	AT2G43280	far-red impaired responsive 1-like protein
AT2G15840	AT2G15840	pseudogene
AT3G58700	AT3G58700	60S ribosomal protein L11-2
AT2G43480	AT2G43480	peroxidase
AT1G52470	AT1G52470	alpha/beta-hydrolase domain-containing protein
AT1G20400	AT1G20400	uncharacterized protein
AT2G44300	AT2G44300	xylogen-like protein 10
AT2G23980	ATCNGC6	cyclic nucleotide gated channel
AT3G15660	ATGRX4	monothiol glutaredoxin-S15
AT1G49910	BUB3.2	cell cycle arrest protein BUB3
AT4G07725	AT4G07725
AT2G31520	AT2G31520	transposable element gene
AT5G14700	AT5G14700	Rossmann-fold NAD(P)-binding domain-containing protein
AT3G52170	AT3G52170	DNA binding protein
AT1G76190	AT1G76190	SAUR-like auxin-responsive protein
AT4G30300	ATNAP15	ABC transporter E family member 3
AT1G15850	AT1G15850	WD40 domain-containing protein
AT4G37850	AT4G37850	transcription factor bHLH25
AT2G25920	AT2G25920	uncharacterized protein
AT5G06280	AT5G06280	uncharacterized protein
AT1G73840	ESP1	hydroxyproline-rich glycoprotein-like protein
AT1G62095	AT1G62095	Pseudogene of AT1G11820hydrolase, hydrolyzing O-glycosyl compounds
AT1G35690	AT1G35690	transposable element gene
AT2G07703	AT2G07703	transposable element gene
AT4G13620	AT4G13620	ethylene-responsive transcription factor ERF062
AT1G53280	AT1G53280	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis
AT3G24370	AT3G24370	transposable element gene
AT3G31915	AT3G31915	transposable element gene
AT3G30390	AT3G30390	Transmembrane amino acid transporter family protein
AT5G55896	AT5G55896	transposable element gene
AT4G03115	AT4G03115	Mitochondrial substrate carrier family protein
AT1G08430	ALMT1	aluminum-activated malate transporter 1
AT5G65300	AT5G65300	uncharacterized protein
AT1G44880	AT1G44880	transposable element gene
AT1G26540	AT1G26540	agenet domain-containing protein
AT4G28790	AT4G28790	transcription factor bHLH23
AT4G37250	AT4G37250	putative LRR receptor-like serine/threonine-protein kinase
AT4G10695	AT4G10695	CDC68-related protein
AT3G24093	AT3G24093	uncharacterized protein
AT5G66310	AT5G66310	ATP binding microtubule motor family protein
AT5G07520	GRP18	glycine-rich protein 18
AT4G06698	AT4G06698	transposable element gene
AT5G40430	MYB22	myb domain protein 22
AT3G22053	AT3G22053	uncharacterized protein
AT2G27260	AT2G27260	late embryogenesis abundant hydroxyproline-rich glycoprotein
ATMG01020	ORF153B	hypothetical protein
ATCG00760	RPL36	ribosomal protein L36
AT1G46554	AT1G46554	(AT1G46554) otherRNA
AT1G72175	AT1G72175	C3HC4-type RING finger protein
AT2G20723	AT2G20723	snoRNA
AT4G16215	AT4G16215	uncharacterized protein
AT4G28840	AT4G28840	uncharacterized protein
AT5G48657	AT5G48657	defense protein-like protein
AT3G23200	AT3G23200	uncharacterized protein
AT3G22930	CML11	calmodulin-like protein 11
AT1G02210	AT1G02210	No Apical Meristem domain-containing protein
AT1G22680	AT1G22680	uncharacterized protein
AT1G01270	AT1G01270	pre-tRNA
AT5G19760	AT5G19760	Mitochondrial substrate carrier family protein
AT1G45070	AT1G45070	transposable element gene
AT1G66920	AT1G66920	protein kinase-like protein
AT5G47990	CYP705A5	cytochrome P450 705A5
AT3G45270	AT3G45270	transposable element gene
AT3G05415	AT3G05415	transposable element gene
AT2G07730	AT2G07730
AT5G41260	AT5G41260	putative serine/threonine-protein kinase
AT2G23945	AT2G23945	aspartyl protease family protein
AT3G27027	AT3G27027	uncharacterized protein
AT1G72520	LOX4	lipoxygenase 4
AT2G07670	AT2G07670	Pseudogene of AT2G07702
AT5G28760	AT5G28760	transposable element gene
AT3G48140	AT3G48140	B12D protein
AT5G17780	AT5G17780	hydrolase, alpha/beta fold family protein
AT1G32880	AT1G32880	armadillo/beta-catenin-like repeats-containing protein
AT2G47140	AT2G47140	Rossmann-fold NAD(P)-binding domain-containing protein
AT5G15070	AT5G15070	phosphoglycerate mutase-like protein
AT5G50640	AT5G50640	CBS / octicosapeptide/Phox/Bemp1 domain-containing protein
AT5G04090	AT5G04090	uncharacterized protein
AT1G17190	ATGSTU26	glutathione S-transferase tau 26
AT1G74840	AT1G74840	myb family transcription factor
AT3G30718	AT3G30718	transposable element gene
AT1G74670	AT1G74670	putative gibberellin-regulated protein
AT3G57360	AT3G57360	uncharacterized protein
AT5G07420	AT5G07420	putative pectinesterase 49
AT1G58370	RXF12	glycosyl hydrolase-like prottein 10
AT4G02850	AT4G02850	phenazine biosynthesis PhzC/PhzF family protein
AT5G44255	AT5G44255
AT5G13240	AT5G13240	transcription regulator
AT3G45950	AT3G45950	Pre-mRNA splicing Prp18-interacting factor
AT5G42785	AT5G42785	uncharacterized protein
AT3G12040	AT3G12040	DNA-3-methyladenine glycosylase
AT5G27330	AT5G27330	Prefoldin chaperone subunit family protein
AT1G75840	ATROP4	Rac-like GTP-binding protein ARAC5
AT5G28415	AT5G28415	transposable element gene
AT3G47875	AT3G47875	transposable element gene
AT4G06726	AT4G06726	transposable element gene
AT3G27420	AT3G27420	uncharacterized protein
AT1G13480	AT1G13480	uncharacterized protein
AT4G31700	RPS6	40S ribosomal protein S6-1
AT4G23230	CRK15	cysteine-rich receptor-like protein kinase 15
AT5G12323	AT5G12323	uncharacterized protein
AT1G29300	UNE1	uncharacterized protein
AT3G47030	AT3G47030	F-box protein
